DEPARTAMEN,PROVINCIA,DISTRITO,mean,min,max,std,amplitud_p90_p10,CLASE_P10_P90
ANCASH,SIHUAS,HUAYLLABAMBA,6.938403042879972,4.822369575500488,10.775073051452637,1.8707915351616555,5.1057448387146,INTERMEDIO (p10–p90)
UCAYALI,CORONEL PORTILLO,MANANTAY,22.122930353338067,21.80736541748047,22.349884033203125,0.15049465752283364,0.3465543746948221,CÁLIDO (≥ p90)
ANCASH,CORONGO,CUSCA,5.270214080810547,3.250718832015991,8.117383003234863,1.4638106711084709,3.4938978672027585,INTERMEDIO (p10–p90)
ANCASH,PALLASCA,TAUCA,10.919188499450684,3.8928239345550537,14.82559585571289,3.4921725849156964,8.048586249351501,INTERMEDIO (p10–p90)
LA LIBERTAD,PATAZ,SANTIAGO DE CHALLAS,11.380127906799316,9.001858711242676,13.746994972229004,1.789960416483344,3.851083755493164,INTERMEDIO (p10–p90)
ANCASH,PALLASCA,CABANA,7.0525868733723955,4.044710159301758,12.552889823913574,2.8357190161008803,6.10636830329895,INTERMEDIO (p10–p90)
ANCASH,SIHUAS,RAGASH,4.654483250209263,3.689925193786621,6.127793788909912,0.8417739040439457,2.0940392971038824,INTERMEDIO (p10–p90)
ANCASH,OCROS,ACAS,10.715992518833705,7.012881755828857,14.52734661102295,2.448130880280178,5.398640823364259,INTERMEDIO (p10–p90)
PASCO,PASCO,HUARIACA,6.577635765075684,4.974626064300537,7.26985502243042,0.9306339853236475,1.618217945098877,INTERMEDIO (p10–p90)
ANCASH,OCROS,SANTIAGO DE CHILCAS,5.878795623779297,2.7983453273773193,9.590055465698242,2.808353184198458,5.433368110656739,INTERMEDIO (p10–p90)
PASCO,DANIEL ALCIDES CARRION,SAN PEDRO DE PILLAO,3.350407600402832,2.9222748279571533,3.7785403728485107,0.4281327724456787,0.6850124359130856,INTERMEDIO (p10–p90)
PASCO,PASCO,PALLANCHACRA,5.0274481773376465,5.0274481773376465,5.0274481773376465,0.0,0.0,INTERMEDIO (p10–p90)
PASCO,DANIEL ALCIDES CARRION,TAPUC,5.859216690063477,5.859216690063477,5.859216690063477,0.0,0.0,INTERMEDIO (p10–p90)
ANCASH,OCROS,SAN CRISTOBAL DE RAJAN,3.728347142537435,1.8271137475967407,6.849708080291748,2.2245819110872413,4.018075466156006,INTERMEDIO (p10–p90)
ANCASH,OCROS,LLIPA,5.0268330574035645,5.0268330574035645,5.0268330574035645,0.0,0.0,INTERMEDIO (p10–p90)
PASCO,DANIEL ALCIDES CARRION,SANTA ANA DE TUSI,4.652029800415039,2.8602030277252197,7.269665241241455,1.2567876806443992,2.5518301248550412,INTERMEDIO (p10–p90)
PASCO,DANIEL ALCIDES CARRION,CHACAYAN,5.6505208015441895,2.978989601135254,7.496034622192383,1.7988645243559869,3.7707912445068352,INTERMEDIO (p10–p90)
ANCASH,BOLOGNESI,CANIS,3.2461745738983154,3.2461745738983154,3.2461745738983154,0.0,0.0,INTERMEDIO (p10–p90)
ANCASH,RECUAY,TAPACOCHA,6.168830871582031,4.1056647300720215,8.109550476074219,1.6368710138948417,3.2031085968017585,INTERMEDIO (p10–p90)
ANCASH,HUARMEY,COCHAPETI,12.435997009277344,9.046917915344238,15.421858787536621,2.6181298584717108,5.099952697753906,INTERMEDIO (p10–p90)
MADRE DE DIOS,TAHUAMANU,INAPARI,21.714795578755606,21.4064998626709,22.01074981689453,0.11373891884446131,0.3053455352783203,CÁLIDO (≥ p90)
HUANUCO,PACHITEA,MOLINO,7.530432224273682,5.820436954498291,9.485678672790527,1.082869828183799,2.423115158081054,INTERMEDIO (p10–p90)
HUANUCO,YAROWILCA,CHACABAMBA,,,,,,
HUANUCO,LAURICOCHA,RONDOS,4.664567129952567,3.635249376296997,5.351827621459961,0.6839671263235124,1.5721635341644284,INTERMEDIO (p10–p90)
ANCASH,RECUAY,COTAPARACO,3.7058990478515623,2.310469388961792,5.1899495124816895,1.185741052412405,2.587399339675904,INTERMEDIO (p10–p90)
ANCASH,HUARMEY,MALVAS,7.387447357177734,2.556417465209961,13.683025360107422,3.9784546429090772,9.261760354042053,INTERMEDIO (p10–p90)
HUANUCO,HUAMALIES,CHAVIN DE PARIARCA,8.149752298990885,7.631019115447998,8.429169654846191,0.36716523280108426,0.6385204315185549,INTERMEDIO (p10–p90)
ANCASH,HUAYLAS,SANTO TORIBIO,3.9009461402893066,3.2259347438812256,4.575957775115967,0.6750115156173812,1.0800184249877933,INTERMEDIO (p10–p90)
ANCASH,MARISCAL LUZURIAGA,CASCA,6.801291465759277,5.974452972412109,7.6281304359436035,0.8268387317657815,1.3229419708251946,INTERMEDIO (p10–p90)
HUANUCO,HUACAYBAMBA,CANCHABAMBA,8.524707794189453,5.605044841766357,12.8483304977417,2.7731649563097864,6.1761627197265625,INTERMEDIO (p10–p90)
HUANUCO,MARANON,SAN BUENAVENTURA,11.259754180908203,9.586078643798828,12.933430671691895,1.6736760139466011,2.6778816223144517,INTERMEDIO (p10–p90)
ANCASH,MARISCAL LUZURIAGA,FIDEL OLIVAS ESCUDERO,8.497664451599121,5.632653713226318,12.06760025024414,2.0503934556563483,5.1607231140136705,INTERMEDIO (p10–p90)
ANCASH,HUAYLAS,HUALLANCA,10.314326695033483,6.226222515106201,13.202223777770996,2.4151757919598564,5.490703773498535,INTERMEDIO (p10–p90)
ANCASH,POMABAMBA,POMABAMBA,5.0800910362830525,1.6487616300582886,7.774412631988525,1.6868611747906326,3.9852341651916503,INTERMEDIO (p10–p90)
LA LIBERTAD,VIRU,GUADALUPITO,17.355081830705917,16.83611297607422,17.78495979309082,0.26077345264198026,0.6219331741333036,INTERMEDIO (p10–p90)
ANCASH,HUAYLAS,YURACMARCA,5.599922543480282,2.1847660541534424,14.503483772277832,3.5198212732732364,8.17202091217041,INTERMEDIO (p10–p90)
ANCASH,SANTA,CHIMBOTE,16.959471384684246,14.058428764343262,17.927471160888672,0.8996486331378934,1.5781013488769524,INTERMEDIO (p10–p90)
ANCASH,SANTA,MACATE,12.396931966145834,5.858988285064697,16.761688232421875,2.759896816402452,5.492804527282715,INTERMEDIO (p10–p90)
ANCASH,POMABAMBA,QUINUABAMBA,8.764495849609375,7.310407638549805,11.367862701416016,1.6624615385707822,3.3603187561035153,INTERMEDIO (p10–p90)
ANCASH,CORONGO,LA PAMPA,12.053879737854004,9.978913307189941,14.128846168518066,2.0749664306640625,3.3199462890625,INTERMEDIO (p10–p90)
ANCASH,CORONGO,YANAC,11.285988807678223,11.285988807678223,11.285988807678223,0.0,0.0,INTERMEDIO (p10–p90)
ANCASH,SIHUAS,SAN JUAN,6.9271797180175785,5.1113104820251465,8.968982696533203,1.4977436531140957,3.2754740715026847,INTERMEDIO (p10–p90)
LA LIBERTAD,JULCAN,CARABAMBA,7.991549900599888,5.992562770843506,10.952293395996094,1.6539471138430013,3.7321898460388185,INTERMEDIO (p10–p90)
LA LIBERTAD,TRUJILLO,POROTO,16.637318929036457,14.580353736877441,17.290815353393555,0.9416897923213516,1.6334710121154785,INTERMEDIO (p10–p90)
LA LIBERTAD,SANTIAGO DE CHUCO,CACHICADAN,6.2580922444661455,4.794898509979248,7.7316765785217285,0.9444967158704001,2.33796443939209,INTERMEDIO (p10–p90)
LA LIBERTAD,SANTIAGO DE CHUCO,QUIRUVILCA,5.208718299865723,4.238620281219482,6.258303165435791,0.5925394182882424,1.4926989078521729,INTERMEDIO (p10–p90)
LA LIBERTAD,PATAZ,PARCOY,10.572677612304688,5.4551100730896,16.696155548095703,4.031611447414828,10.843072080612181,INTERMEDIO (p10–p90)
LA LIBERTAD,OTUZCO,PARANDAY,9.110241889953613,9.110241889953613,9.110241889953613,0.0,0.0,INTERMEDIO (p10–p90)
LA LIBERTAD,OTUZCO,AGALLPAMPA,7.818898773193359,5.674127578735352,9.894421577453613,1.373048548694802,3.4385605335235603,INTERMEDIO (p10–p90)
LA LIBERTAD,OTUZCO,LA CUESTA,9.55465316772461,6.299221038818359,12.810086250305176,3.2554326057434433,5.208692169189454,INTERMEDIO (p10–p90)
LA LIBERTAD,SANCHEZ CARRION,SARIN,6.59365497935902,4.6262736320495605,8.976969718933105,1.3449230523670486,3.551548480987549,INTERMEDIO (p10–p90)
LA LIBERTAD,SANCHEZ CARRION,CURGOS,7.588976860046387,5.998318195343018,9.598410606384277,1.3854454079807133,2.9489976882934563,INTERMEDIO (p10–p90)
LA LIBERTAD,PATAZ,PIAS,9.810433705647787,5.26727819442749,17.06899070739746,3.9611959735018987,9.258419704437257,INTERMEDIO (p10–p90)
LA LIBERTAD,OTUZCO,CHARAT,12.635225931803385,9.41795825958252,16.031232833862305,2.702814697423927,5.290619659423829,INTERMEDIO (p10–p90)
LA LIBERTAD,OTUZCO,OTUZCO,10.264825185139975,5.902317047119141,15.936985969543457,3.1041066575539946,8.501678705215454,INTERMEDIO (p10–p90)
LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO,8.10296630859375,5.5168328285217285,10.771912574768066,1.5442761194526093,4.026114988327027,INTERMEDIO (p10–p90)
LA LIBERTAD,SANCHEZ CARRION,COCHORCO,10.487632751464844,6.11639404296875,14.97643756866455,3.068127773015837,7.256545448303222,INTERMEDIO (p10–p90)
SAN MARTIN,TOCACHE,POLVORA,16.645842251712327,8.3788423538208,20.754358291625977,3.378683818986649,8.453918266296386,INTERMEDIO (p10–p90)
LA LIBERTAD,OTUZCO,USQUIL,10.199833170572917,6.377007961273193,14.032581329345703,2.230282113690196,5.394597911834717,INTERMEDIO (p10–p90)
LA LIBERTAD,SANCHEZ CARRION,SANAGORAN,8.683261108398437,6.667125225067139,13.862643241882324,2.083801116969716,3.984293270111082,INTERMEDIO (p10–p90)
LA LIBERTAD,SANCHEZ CARRION,CHUGAY,8.972777048746744,5.426824569702148,12.56783676147461,1.937514445037018,4.22189302444458,INTERMEDIO (p10–p90)
LA LIBERTAD,OTUZCO,HUARANCHAL,11.106353759765625,8.95862865447998,14.058157920837402,2.1581176670738484,4.079623413085937,INTERMEDIO (p10–p90)
LA LIBERTAD,PATAZ,PATAZ,12.820279802594866,5.619117259979248,18.26509666442871,4.389256291102871,11.353083086013795,INTERMEDIO (p10–p90)
SAN MARTIN,PICOTA,TINGO DE PONASA,21.372609456380207,20.813207626342773,21.740915298461914,0.2984911644526938,0.796148490905761,CÁLIDO (≥ p90)
CAJAMARCA,SAN MIGUEL,SAN SILVESTRE DE COCHAN,6.321909713745117,5.603688716888428,7.064908504486084,0.46263407027425973,0.8996286392211914,INTERMEDIO (p10–p90)
SAN MARTIN,PICOTA,CASPISAPA,21.670818328857422,21.498414993286133,21.843223571777344,0.17240428924824314,0.27584686279296733,CÁLIDO (≥ p90)
LAMBAYEQUE,CHICLAYO,NUEVA ARICA,18.320095825195313,17.931642532348633,18.590139389038086,0.23284703917997518,0.4964103698730469,INTERMEDIO (p10–p90)
SAN MARTIN,PICOTA,SAN HILARION,21.888165791829426,21.779375076293945,22.066267013549805,0.12696378910621156,0.22951354980468608,CÁLIDO (≥ p90)
CAJAMARCA,SAN MIGUEL,NIEPOS,13.168996175130209,7.196583271026611,18.242977142333984,3.8075552407233277,8.908783674240112,INTERMEDIO (p10–p90)
CAJAMARCA,SAN PABLO,TUMBADEN,6.4902496337890625,5.030966281890869,8.319890022277832,1.0181997236235234,2.3448436737060554,INTERMEDIO (p10–p90)
LAMBAYEQUE,CHICLAYO,SANTA ROSA,,,,,,
CAJAMARCA,SAN MIGUEL,CALQUIS,8.433191935221354,5.5440897941589355,13.999978065490723,2.321572767762759,4.764142274856567,INTERMEDIO (p10–p90)
LAMBAYEQUE,CHICLAYO,CAYALTI,17.769407653808592,17.399580001831055,18.230316162109375,0.2739133273981928,0.584044265747071,INTERMEDIO (p10–p90)
CAJAMARCA,CELENDIN,UTCO,11.820446968078613,10.073159217834473,13.567734718322754,1.7472877502441406,2.7956604003906236,INTERMEDIO (p10–p90)
CAJAMARCA,SAN MIGUEL,LA FLORIDA,17.256975809733074,16.198274612426758,18.612600326538086,1.007757970403251,1.9314605712890618,INTERMEDIO (p10–p90)
LAMBAYEQUE,CHICLAYO,MONSEFU,18.246490478515625,18.113868713378906,18.37911033630371,0.13262081146583127,0.2121932983398409,INTERMEDIO (p10–p90)
LAMBAYEQUE,CHICLAYO,REQUE,18.398880004882812,18.364299774169922,18.433462142944336,0.03458118440035717,0.05532989501953267,INTERMEDIO (p10–p90)
CAJAMARCA,SAN MIGUEL,LLAPA,5.986319065093994,5.428314208984375,6.658437728881836,0.49065992053331736,1.0476491928100584,INTERMEDIO (p10–p90)
CAJAMARCA,CAJAMARCA,ENCANADA,6.050729231400923,4.678347110748291,8.15176010131836,0.9250298210559402,2.132321214675903,INTERMEDIO (p10–p90)
LORETO,UCAYALI,PAMPA HERMOSA,20.52879251864712,17.37193489074707,22.200624465942383,1.1978673041130408,3.259107971191405,CÁLIDO (≥ p90)
LAMBAYEQUE,CHICLAYO,LA VICTORIA,18.39485740661621,18.39485740661621,18.39485740661621,0.0,0.0,INTERMEDIO (p10–p90)
LAMBAYEQUE,CHICLAYO,SANA,18.083871841430664,17.57403564453125,18.460529327392578,0.249694912623124,0.5429477691650391,INTERMEDIO (p10–p90)
SAN MARTIN,PICOTA,PUCACACA,21.479466756184895,20.94327735900879,21.766746520996094,0.2817529124936488,0.6169805526733398,CÁLIDO (≥ p90)
LAMBAYEQUE,CHICLAYO,PUCALA,17.76966667175293,17.070491790771484,18.708097457885742,0.5221565763888081,1.3068677902221673,INTERMEDIO (p10–p90)
LAMBAYEQUE,CHICLAYO,CHICLAYO,18.617581685384113,18.489137649536133,18.78050422668457,0.12142266694890293,0.23309326171875,INTERMEDIO (p10–p90)
CAJAMARCA,SAN MIGUEL,CATILLUC,6.6334958757672995,5.270758152008057,8.041474342346191,1.005195523190477,2.409442806243897,INTERMEDIO (p10–p90)
LAMBAYEQUE,CHICLAYO,POMALCA,18.264204025268555,18.264204025268555,18.264204025268555,0.0,0.0,INTERMEDIO (p10–p90)
LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,18.087852478027344,18.087852478027344,18.087852478027344,0.0,0.0,INTERMEDIO (p10–p90)
HUANUCO,LAURICOCHA,SAN FRANCISCO DE ASIS,6.26321283976237,6.183084011077881,6.330844402313232,0.060966797025876346,0.11820831298828072,INTERMEDIO (p10–p90)
HUANUCO,HUANUCO,SAN FRANCISCO DE CAYRAN,9.190634155273438,6.49486780166626,10.530440330505371,1.5516219460303773,3.2409419059753413,INTERMEDIO (p10–p90)
AMAZONAS,RODRIGUEZ DE MENDOZA,SAN NICOLAS,13.228075663248697,11.667128562927246,14.759188652038574,1.262504494361562,2.4736480712890625,INTERMEDIO (p10–p90)
CAJAMARCA,CHOTA,ANGUIA,12.166126251220703,10.79168701171875,13.377152442932129,0.8865280936564225,2.055586814880371,INTERMEDIO (p10–p90)
AMAZONAS,RODRIGUEZ DE MENDOZA,LONGAR,11.67105484008789,10.840785026550293,13.109550476074219,1.021201682548216,1.815012359619141,INTERMEDIO (p10–p90)
AMAZONAS,CHACHAPOYAS,LEVANTO,10.729884147644043,9.037049293518066,12.42271900177002,1.6928348541259766,2.708535766601564,INTERMEDIO (p10–p90)
CAJAMARCA,CHOTA,CHOROPAMPA,13.995399475097656,11.278691291809082,17.83205223083496,2.2956342254417943,5.198173999786377,INTERMEDIO (p10–p90)
SAN MARTIN,LAMAS,CUNUMBUQUI,20.210237121582033,19.142290115356445,20.89713478088379,0.6674905340219605,1.4779113769531236,CÁLIDO (≥ p90)
LAMBAYEQUE,CHICLAYO,CHONGOYAPE,18.554096221923828,17.662763595581055,19.09015655517578,0.39514939469858534,0.9646705627441428,INTERMEDIO (p10–p90)
CAJAMARCA,CHOTA,PACCHA,10.061318715413412,7.884680271148682,11.257065773010254,1.541613309782222,2.697908401489258,INTERMEDIO (p10–p90)
CAJAMARCA,CELENDIN,CHUMUCH,11.686641148158483,7.432775974273682,17.26702880859375,3.437176733848614,7.454827308654787,INTERMEDIO (p10–p90)
AMAZONAS,RODRIGUEZ DE MENDOZA,CHIRIMOTO,14.03919677734375,13.206820487976074,15.230504035949707,0.7380686497637831,1.6312210083007823,INTERMEDIO (p10–p90)
CAJAMARCA,CHOTA,LAJAS,11.036030578613282,9.974614143371582,11.674771308898926,0.583539450043581,1.2011940002441417,INTERMEDIO (p10–p90)
LAMBAYEQUE,LAMBAYEQUE,TUCUME,18.052574157714844,18.023916244506836,18.08123207092285,0.028657913208007812,0.0458526611328125,INTERMEDIO (p10–p90)
AMAZONAS,RODRIGUEZ DE MENDOZA,TOTORA,14.114295959472656,14.114295959472656,14.114295959472656,0.0,0.0,INTERMEDIO (p10–p90)
SAN MARTIN,EL DORADO,SHATOJA,21.05326271057129,21.05326271057129,21.05326271057129,0.0,0.0,CÁLIDO (≥ p90)
SAN MARTIN,EL DORADO,AGUA BLANCA,20.649984741210936,19.429658889770508,21.283546447753906,0.6772243613548733,1.4090137481689453,CÁLIDO (≥ p90)
LAMBAYEQUE,CHICLAYO,PATAPO,17.9812744140625,17.78359031677246,18.19654083251953,0.16871153483041276,0.38149604797363423,INTERMEDIO (p10–p90)
CAJAMARCA,HUALGAYOC,CHUGUR,8.62359619140625,6.243831157684326,11.171299934387207,1.8846977055578158,4.055222845077516,INTERMEDIO (p10–p90)
CAJAMARCA,CELENDIN,LA LIBERTAD DE PALLAN,9.05577278137207,7.385454177856445,11.191117286682129,1.3694126049625162,2.7523274421691895,INTERMEDIO (p10–p90)
CAJAMARCA,SANTA CRUZ,CATACHE,13.279752943250868,9.453864097595215,17.667360305786133,2.635429719731181,7.029045486450194,INTERMEDIO (p10–p90)
AMAZONAS,LUYA,LUYA,10.422246297200521,9.968537330627441,10.936665534973145,0.3975612453300176,0.7745025634765632,INTERMEDIO (p10–p90)
SAN MARTIN,SAN MARTIN,EL PORVENIR,22.097188313802082,21.935073852539062,22.232038497924805,0.08305409653022348,0.18808364868164062,CÁLIDO (≥ p90)
SAN MARTIN,RIOJA,YORONGOS,18.060691833496094,17.625886917114258,18.49549674987793,0.43480491638183594,0.6956878662109389,INTERMEDIO (p10–p90)
SAN MARTIN,LAMAS,BARRANQUITA,21.711803860134548,19.337528228759766,22.360937118530273,0.8320027388935509,2.091658592224121,CÁLIDO (≥ p90)
CAJAMARCA,CHOTA,PION,16.6304931640625,14.531207084655762,17.727434158325195,1.10009427410293,2.0866464614868168,INTERMEDIO (p10–p90)
AMAZONAS,LUYA,CAMPORREDONDO,15.505396525065104,12.511439323425293,17.654569625854492,1.6177956767895976,3.4604697227478027,INTERMEDIO (p10–p90)
LAMBAYEQUE,FERRENAFE,INCAHUASI,10.560994074894833,6.779275417327881,17.0048828125,3.152474512078737,7.9004891395568855,INTERMEDIO (p10–p90)
CAJAMARCA,CUTERVO,CUJILLO,17.571773529052734,15.954045295715332,19.400732040405273,1.2362722792132819,2.5650822639465325,INTERMEDIO (p10–p90)
AMAZONAS,RODRIGUEZ DE MENDOZA,MILPUC,14.813033103942871,14.813033103942871,14.813033103942871,0.0,0.0,INTERMEDIO (p10–p90)
SAN MARTIN,SAN MARTIN,CHAZUTA,20.697483607700892,17.82334327697754,22.053239822387695,0.9224044364390394,2.065536308288575,CÁLIDO (≥ p90)
CAJAMARCA,CHOTA,CHOTA,9.837815024636008,7.3878960609436035,11.713366508483887,1.29591094335989,3.6461386680603027,INTERMEDIO (p10–p90)
AMAZONAS,BONGARA,FLORIDA,12.883775983537946,10.563383102416992,13.93930435180664,1.1441507184772925,2.2962450027465824,INTERMEDIO (p10–p90)
LORETO,ALTO AMAZONAS,TENIENTE CESAR LOPEZ ROJAS,22.26633562360491,22.06666374206543,22.453521728515625,0.08731494617811553,0.2006010055541978,CÁLIDO (≥ p90)
CAJAMARCA,JAEN,POMAHUACA,13.114103044782366,10.259202003479004,17.14725112915039,1.8324503689614258,4.473583126068116,INTERMEDIO (p10–p90)
CAJAMARCA,JAEN,COLASAY,14.738852606879341,11.983094215393066,16.868539810180664,1.41447048864259,3.2494493484497085,INTERMEDIO (p10–p90)
CAJAMARCA,JAEN,SAN FELIPE,13.66773509979248,9.112128257751465,16.431529998779297,2.4392278095299984,5.581978797912596,INTERMEDIO (p10–p90)
SAN MARTIN,RIOJA,AWAJUN,15.91000027126736,8.075238227844238,19.18091583251953,3.3869799635938858,8.486121654510498,INTERMEDIO (p10–p90)
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,17.530517578125,11.802864074707031,21.023473739624023,2.872725705367217,7.7497346878051765,INTERMEDIO (p10–p90)
CAJAMARCA,JAEN,JAEN,15.223541259765625,11.616564750671387,19.52741241455078,2.524409210979065,6.008273124694824,INTERMEDIO (p10–p90)
LORETO,ALTO AMAZONAS,YURIMAGUAS,22.354155204665492,22.119287490844727,22.587961196899414,0.11903499314405207,0.3074378967285156,CÁLIDO (≥ p90)
AMAZONAS,BAGUA,EL PARCO,,,,,,
CAJAMARCA,JAEN,LAS PIRIAS,16.794715881347656,16.794715881347656,16.794715881347656,0.0,0.0,INTERMEDIO (p10–p90)
LORETO,REQUENA,TAPICHE,22.38162010303442,22.12818717956543,22.575300216674805,0.10851051447233608,0.2803558349609361,CÁLIDO (≥ p90)
LORETO,REQUENA,SOPLIN,22.218095703125,21.33717918395996,22.599088668823242,0.20398380878204517,0.4512456893920884,CÁLIDO (≥ p90)
AMAZONAS,BAGUA,COPALLIN,18.445872497558593,14.747611999511719,20.957841873168945,2.5090084544864384,5.51207389831543,INTERMEDIO (p10–p90)
CAJAMARCA,JAEN,HUABAL,15.621237436930338,14.388415336608887,17.221981048583984,1.1856920173175831,2.2668525695800774,INTERMEDIO (p10–p90)
SAN MARTIN,MOYOBAMBA,HABANA,18.889202117919922,18.791522979736328,18.986879348754883,0.09767818451393291,0.1562850952148409,INTERMEDIO (p10–p90)
SAN MARTIN,LAMAS,ALONSO DE ALVARADO,17.566036648220486,15.665023803710938,18.79320526123047,0.9633097645667429,2.294535827636718,INTERMEDIO (p10–p90)
CAJAMARCA,CUTERVO,SAN ANDRES DE CUTERVO,11.229960123697916,10.23348331451416,12.598427772521973,1.00067437784268,1.8919555664062493,INTERMEDIO (p10–p90)
AMAZONAS,LUYA,TRITA,,,,,,
LAMBAYEQUE,LAMBAYEQUE,JAYANCA,18.122098286946613,17.397977828979492,18.88814926147461,0.38526469680133435,0.9638769149780266,INTERMEDIO (p10–p90)
AMAZONAS,LUYA,OCALLI,12.973506927490234,11.579451560974121,14.73925495147705,1.1677894817382841,2.4535793304443363,INTERMEDIO (p10–p90)
AMAZONAS,CHACHAPOYAS,MOLINOPAMPA,10.216242218017578,8.420567512512207,11.285161018371582,0.9630174104075838,2.1949338912963867,INTERMEDIO (p10–p90)
LAMBAYEQUE,LAMBAYEQUE,CHOCHOPE,17.59973907470703,17.13270378112793,18.066774368286133,0.46703529357910156,0.7472564697265653,INTERMEDIO (p10–p90)
AMAZONAS,CHACHAPOYAS,SONCHE,12.691631317138672,11.558560371398926,14.084076881408691,1.0472231719418146,2.020413208007813,INTERMEDIO (p10–p90)
SAN MARTIN,MOYOBAMBA,SORITOR,16.854630319695723,15.081439971923828,18.776845932006836,1.1739363080678897,2.9456329345703125,INTERMEDIO (p10–p90)
CAJAMARCA,CUTERVO,SAN JUAN DE CUTERVO,16.73934555053711,15.857024192810059,17.621665954589844,0.8823208808900215,1.4117134094238253,INTERMEDIO (p10–p90)
LORETO,REQUENA,EMILIO SAN MARTIN,22.33569497620033,21.515655517578125,22.5892391204834,0.19508006794668614,0.4284629821777344,CÁLIDO (≥ p90)
LORETO,ALTO AMAZONAS,SANTA CRUZ,22.37575330232319,22.14793586730957,22.730775833129883,0.1548117263546307,0.43817710876464844,CÁLIDO (≥ p90)
SAN MARTIN,RIOJA,PARDO MIGUEL,14.369799236918604,8.708479881286621,18.264169692993164,2.736385578838542,7.201937866210939,INTERMEDIO (p10–p90)
AMAZONAS,BAGUA,ARAMANGO,18.377281775841347,15.025261878967285,20.470335006713867,1.7190409823026467,4.835294723510742,INTERMEDIO (p10–p90)
LORETO,REQUENA,CAPELO,22.495048828125,22.339609146118164,22.690248489379883,0.07681420106877714,0.17793350219726634,CÁLIDO (≥ p90)
AMAZONAS,BONGARA,YAMBRASBAMBA,15.816263834635416,11.589966773986816,20.49197769165039,2.1905175586592227,5.7640185356140154,INTERMEDIO (p10–p90)
LORETO,REQUENA,PUINAHUA,22.450557355182926,22.100996017456055,22.717565536499023,0.15109388438791005,0.3869384765624986,CÁLIDO (≥ p90)
CAJAMARCA,CHOTA,TACABAMBA,10.616304670061384,8.434222221374512,13.175868034362793,1.311312321554579,2.5294393539428732,INTERMEDIO (p10–p90)
CAJAMARCA,CHOTA,HUAMBOS,12.078920152452257,9.653328895568848,13.779139518737793,1.35091071498847,3.175629043579102,INTERMEDIO (p10–p90)
SAN MARTIN,SAN MARTIN,HUIMBAYOC,21.104332386363637,18.40532112121582,22.108604431152344,0.9723698354814174,2.1822208404541037,CÁLIDO (≥ p90)
SAN MARTIN,HUALLAGA,ALTO SAPOSOA,16.9140625,11.110389709472656,20.83942985534668,2.433297025015101,6.078619575500488,INTERMEDIO (p10–p90)
AMAZONAS,LUYA,TINGO,10.437166213989258,9.139204978942871,12.133045196533203,1.1734368046659542,2.490945911407472,INTERMEDIO (p10–p90)
AMAZONAS,RODRIGUEZ DE MENDOZA,OMIA,13.395475599500868,10.801230430603027,15.438122749328613,1.4375199406988695,3.2537616729736314,INTERMEDIO (p10–p90)
SAN MARTIN,SAN MARTIN,CHIPURANA,22.0441367409446,21.579071044921875,22.24619483947754,0.18181966296999347,0.3013896942138672,CÁLIDO (≥ p90)
SAN MARTIN,LAMAS,LAMAS,20.32290267944336,19.281282424926758,21.392488479614258,0.7267072012344642,1.7392101287841797,CÁLIDO (≥ p90)
AMAZONAS,CHACHAPOYAS,SAN ISIDRO DE MAINO,10.35086727142334,9.043978691101074,11.964706420898438,1.1363640507651918,2.4253436088562026,INTERMEDIO (p10–p90)
AMAZONAS,BONGARA,JAZAN,14.433984756469727,12.8343505859375,15.669754028320312,1.044180611010656,2.1787872314453125,INTERMEDIO (p10–p90)
CAJAMARCA,CUTERVO,TORIBIO CASANOVA,18.159629821777344,16.543195724487305,19.33704948425293,1.0119710096127856,1.9676904678344727,INTERMEDIO (p10–p90)
AMAZONAS,BONGARA,RECTA,,,,,,
SAN MARTIN,RIOJA,YURACYACU,19.438098907470703,19.435335159301758,19.44086265563965,0.0027637481689453125,0.004421997070309658,INTERMEDIO (p10–p90)
LORETO,UCAYALI,SARAYACU,22.243396116955445,18.4768009185791,22.65660285949707,0.419631044039127,0.5636701583862305,CÁLIDO (≥ p90)
AMAZONAS,BONGARA,CUISPES,14.506552378336588,13.310879707336426,15.521924018859863,0.9116142294568192,1.7688354492187486,INTERMEDIO (p10–p90)
AMAZONAS,BONGARA,SHIPASBAMBA,13.649879455566406,11.455673217773438,15.776898384094238,1.7647724052612217,3.456980133056641,INTERMEDIO (p10–p90)
AMAZONAS,BONGARA,CHISQUILLA,12.025936889648438,10.912151336669922,13.15442943572998,0.8890666437562008,1.9762384414672844,INTERMEDIO (p10–p90)
AMAZONAS,BONGARA,JUMBILLA,11.339927673339844,9.979260444641113,12.758814811706543,1.116229944779426,2.5339083671569824,INTERMEDIO (p10–p90)
SAN MARTIN,RIOJA,NUEVA CAJAMARCA,15.794499715169271,9.21234130859375,18.981874465942383,3.033725026171954,6.387516403198241,INTERMEDIO (p10–p90)
CAJAMARCA,CUTERVO,CHOROS,18.094042096819198,15.83080005645752,19.83037567138672,1.3797249882091875,3.360249710083007,INTERMEDIO (p10–p90)
CAJAMARCA,CELENDIN,CELENDIN,13.516467503138951,9.583014488220215,18.550146102905273,2.728076320779514,7.370192527770998,INTERMEDIO (p10–p90)
